Stundenplan  SoSe 11 (Vers.1.10 vom 6.4.11)
Semestergruppe  B-AI1


10
Name,Dozent,Raum,Tag,Anfang,Ende
BAI2-DBP/03,TLC/[Bro],1165,Do,12:30,15:45
BAI2-PRP2/03,BHM/[Oel],1105,Mo,8:15,11:30
BAI2-DB,TLC,1265,Do,8:15,11:30
BAI2-PR2,BHM,0360,Mi,8:15,11:30

17
Name,Dozent,Raum,Tag,Anfang,Ende
BAI2-LB,TLC,NB 01.10,Di,12:30,15:45
BAI2-RMP,MSL,0480,Fr,8:15,11:30
BAI2-AF/AFÜ,PDB,0405,Mi,12:30,15:45
BAI2-RMPP/01,MSL/[Ben],0709,Do,12:30,15:45
BAI2-LBP/01,TLC/[Nmn],1101b,Di,8:15,11:30
BAI2-LBP/04,TLC/[Nmn],1165,Di,16:15,19:30
BAI2-DBP/01,TLC/[Bro],1165,Do,12:30,15:45
BAI2-PRP2/04 ,BHM/[Oel],1102,Do,12:30,15:45
BAI2-DB,TLC,1265,Do,8:15,11:30
BAI2-PR2,BHM,0360,Mi,8:15,11:30

18
Name,Dozent,Raum,Tag,Anfang,Ende
BAI2-LB,TLC,NB 01.10,Di,12:30,15:45
BAI2-RMP,MSL,0480,Fr,8:15,11:30
BAI2-AF/AFÜ,PDB,0405,Mo,12:30,15:45
BAI2-AF/AFÜ,PDB,0405,Mi,12:30,15:45
BAI2-RMPP/02,MSL/[Ben],0709,Do,12:30,15:45
BAI2-LBP/02,TLC/[Nmn],1101b,Di,8:15,11:30
BAI2-DBP/02,TLC/[Bro],1165,Do,12:30,15:45
BAI2-PRP2/01,BHM/[Oel],1105,Mo,8:15,11:30
BAI2-DB,TLC,1265,Do,8:15,11:30
BAI2-PR2,BHM,0360,Mi,8:15,11:30

19
Name,Dozent,Raum,Tag,Anfang,Ende
BAI2-LB,TLC,NB 01.10,Di,12:30,15:45
BAI2-RMP,MSL,0480,Fr,8:15,11:30
BAI2-AF/AFÜ,PDB,0405,Mo,12:30,15:45
BAI2-AF/AFÜ,PDB,0405,Mi,12:30,15:45
BAI2-RMPP/03,MSL/[Ben],0709,Do,12:30,15:45
BAI2-LBP/03,TLC/[Nmn],1101b,Di,8:15,11:30
BAI2-DBP/03,TLC/[Bro],1165,Do,12:30,15:45
BAI2-PRP2/02,BHM/[Oel],1105,Mo,8:15,11:30
BAI2-DB,TLC,1265,Do,8:15,11:30
BAI2-PR2,BHM,0360,Mi,8:15,11:30

20
Name,Dozent,Raum,Tag,Anfang,Ende
BAI2-LB,TLC,NB 01.10,Di,12:30,15:45
BAI2-RMP,MSL,0480,Fr,8:15,11:30
BAI2-AF/AFÜ,PDB,0405,Mo,12:30,15:45
BAI2-AF/AFÜ,PDB,0405,Mi,12:30,15:45
BAI2-RMPP/01,MSL/[Ben],0709,Do,12:30,15:45
BAI2-LBP/01,TLC/[Nmn],1101b,Di,8:15,11:30
BAI2-DBP/01,TLC/[Bro],1165,Do,12:30,15:45
BAI2-PRP2/03,BHM/[Oel],1105,Mo,8:15,11:30
BAI2-PRP2/04 ,BHM/[Oel],1102,Do,12:30,15:45
BAI2-DB,TLC,1265,Do,8:15,11:30
BAI2-PR2,BHM,0360,Mi,8:15,11:30

21
Name,Dozent,Raum,Tag,Anfang,Ende
BAI2-LB,TLC,NB 01.10,Di,12:30,15:45
BAI2-RMP,MSL,0480,Fr,8:15,11:30
BAI2-AF/AFÜ,PDB,0405,Mo,12:30,15:45
BAI2-AF/AFÜ,PDB,0405,Mi,12:30,15:45
BAI2-RMPP/02,MSL/[Ben],0709,Do,12:30,15:45
BAI2-LBP/02,TLC/[Nmn],1101b,Di,8:15,11:30
BAI2-LBP/04,TLC/[Nmn],1165,Di,16:15,19:30
BAI2-DBP/02,TLC/[Bro],1165,Do,12:30,15:45
BAI2-PRP2/01,BHM/[Oel],1105,Mo,8:15,11:30
BAI2-DB,TLC,1265,Do,8:15,11:30
BAI2-PR2,BHM,0360,Mi,8:15,11:30

22
Name,Dozent,Raum,Tag,Anfang,Ende
BAI2-LB,TLC,NB 01.10,Di,12:30,15:45
BAI2-RMP,MSL,0480,Fr,8:15,11:30
BAI2-AF/AFÜ,PDB,0405,Mo,12:30,15:45
BAI2-AF/AFÜ,PDB,0405,Mi,12:30,15:45
BAI2-LBP/03,TLC/[Nmn],1101b,Di,8:15,11:30
BAI2-PRP2/02,BHM/[Oel],1105,Mo,8:15,11:30
BAI2-PR2,BHM,0360,Mi,8:15,11:30

23
Name,Dozent,Raum,Tag,Anfang,Ende
BAI2-LB,TLC,NB 01.10,Di,12:30,15:45
BAI2-RMP,MSL,0480,Fr,8:15,11:30
BAI2-AF/AFÜ,PDB,0405,Mo,12:30,15:45
BAI2-AF/AFÜ,PDB,0405,Mi,12:30,15:45
BAI2-RMPP/03,MSL/[Ben],0709,Do,12:30,15:45
BAI2-LBP/01,TLC/[Nmn],1101b,Di,8:15,11:30
BAI2-DBP/03,TLC/[Bro],1165,Do,12:30,15:45
BAI2-PRP2/03,BHM/[Oel],1105,Mo,8:15,11:30
BAI2-DB,TLC,1265,Do,8:15,11:30
BAI2-PR2,BHM,0360,Mi,8:15,11:30

24
Name,Dozent,Raum,Tag,Anfang,Ende
BAI2-RMP,MSL,0480,Fr,8:15,11:30
BAI2-AF/AFÜ,PDB,0405,Mo,12:30,15:45
BAI2-AF/AFÜ,PDB,0405,Mi,12:30,15:45
BAI2-RMPP/01,MSL/[Ben],0709,Do,12:30,15:45
BAI2-DBP/01,TLC/[Bro],1165,Do,12:30,15:45
BAI2-PRP2/01,BHM/[Oel],1105,Mo,8:15,11:30
BAI2-PRP2/04 ,BHM/[Oel],1102,Do,12:30,15:45
BAI2-DB,TLC,1265,Do,8:15,11:30
BAI2-PR2,BHM,0360,Mi,8:15,11:30

25
Name,Dozent,Raum,Tag,Anfang,Ende
BAI2-LB,TLC,NB 01.10,Di,12:30,15:45
BAI2-RMP,MSL,0480,Fr,8:15,11:30
BAI2-AF/AFÜ,PDB,0405,Mo,12:30,15:45
BAI2-AF/AFÜ,PDB,0405,Mi,12:30,15:45
BAI2-RMPP/02,MSL/[Ben],0709,Do,12:30,15:45
BAI2-LBP/02,TLC/[Nmn],1101b,Di,8:15,11:30
BAI2-LBP/04,TLC/[Nmn],1165,Di,16:15,19:30
BAI2-DBP/02,TLC/[Bro],1165,Do,12:30,15:45
BAI2-PRP2/02,BHM/[Oel],1105,Mo,8:15,11:30
BAI2-DB,TLC,1265,Do,8:15,11:30
BAI2-PR2,BHM,0360,Mi,8:15,11:30

26
Name,Dozent,Raum,Tag,Anfang,Ende
BAI2-LB,TLC,NB 01.10,Di,12:30,15:45
BAI2-RMP,MSL,0480,Fr,8:15,11:30
BAI2-AF/AFÜ,PDB,0405,Mo,12:30,15:45
BAI2-AF/AFÜ,PDB,0405,Mi,12:30,15:45
BAI2-RMPP/03,MSL/[Ben],0709,Do,12:30,15:45
BAI2-LBP/03,TLC/[Nmn],1101b,Di,8:15,11:30
BAI2-DBP/03,TLC/[Bro],1165,Do,12:30,15:45
BAI2-PRP2/03,BHM/[Oel],1105,Mo,8:15,11:30
BAI2-DB,TLC,1265,Do,8:15,11:30
BAI2-PR2,BHM,0360,Mi,8:15,11:30
Stundenplan  SoSe 11 (Vers.1.10 vom 6.4.11)
Semestergruppe  B-AI3


12-13
Name,Dozent,Raum,Tag,Anfang,Ende
BAI3-AD,BHM,1465,Do,8:15,11:30
BAI3-BS,HBN,0460,Mo,12:30,15:45
BAI3-GKA,KLC,0660,Mi,8:15,11:30
BAI3-SE1,SRS,NB 01.10,Do,12:30,15:45
BAI3-BW2,GRK,0460,Di,12:30,15:45

14
Name,Dozent,Raum,Tag,Anfang,Ende
BAI3-AD,BHM,1465,Do,8:15,11:30
BAI3-BS,HBN,0460,Mo,12:30,15:45
BAI3-GKA,KLC,0660,Mi,8:15,11:30
BAI3-SE1,SRS,NB 01.10,Do,12:30,15:45
BAI3-BW2,GRK,0460,Di,12:30,15:45
BAI3-ADP/01,BHM/[Oel],1101b,Mi,12:30,15:45
BAI3-BSP/01,HBN/[Slz],0765,Di,8:15,11:30
BAI3-BWP2/01,GRK/[Bro],1102,Di,8:15,11:30
BAI3-GKAP/01,KLC,1101a,Di,8:15,11:30
BAI3-SEP1/01,SRS/[Kas],1101a,Fr,8:15,11:30

15, 25
Name,Dozent,Raum,Tag,Anfang,Ende
BAI3-AD,BHM,1465,Do,8:15,11:30
BAI3-BS,HBN,0460,Mo,12:30,15:45
BAI3-GKA,KLC,0660,Mi,8:15,11:30
BAI3-SE1,SRS,NB 01.10,Do,12:30,15:45
BAI3-BW2,GRK,0460,Di,12:30,15:45
BAI3-ADP/02,BHM/[Oel],1101b,Mi,12:30,15:45
BAI3-BSP/02,HBN/[Slz],0765,Di,8:15,11:30
BAI3-BWP2/02,GRK/[Bro],1102,Di,8:15,11:30
BAI3-GKAP/02,KLC,1101a,Di,8:15,11:30
BAI3-SEP1/02,SRS/[Kas],1101a,Fr,8:15,11:30

16
Name,Dozent,Raum,Tag,Anfang,Ende
BAI3-AD,BHM,1465,Do,8:15,11:30
BAI3-BS,HBN,0460,Mo,12:30,15:45
BAI3-GKA,KLC,0660,Mi,8:15,11:30
BAI3-SE1,SRS,NB 01.10,Do,12:30,15:45
BAI3-BW2,GRK,0460,Di,12:30,15:45
BAI3-ADP/03,BHM/[Oel],1101b,Mi,12:30,15:45
BAI3-BSP/03,HBN/[Slz],0765,Di,8:15,11:30
BAI3-BWP2/03,GRK/[Bro],1102,Di,8:15,11:30
BAI3-GKAP/03,KLC,1101a,Di,8:15,11:30

17
Name,Dozent,Raum,Tag,Anfang,Ende
BAI3-AD,BHM,1465,Do,8:15,11:30
BAI3-GKA,KLC,0660,Mi,8:15,11:30
BAI3-SE1,SRS,NB 01.10,Do,12:30,15:45
BAI3-BW2,GRK,0460,Di,12:30,15:45
BAI3-ADP/01,BHM/[Oel],1101b,Mi,12:30,15:45
BAI3-BSP/01,HBN/[Slz],0765,Di,8:15,11:30
BAI3-BWP2/01,GRK/[Bro],1102,Di,8:15,11:30
BAI3-GKAP/01,KLC,1101a,Di,8:15,11:30
BAI3-SEP1/03,SRS/[Kas],1101a,Fr,8:15,11:30

18, 21
Name,Dozent,Raum,Tag,Anfang,Ende
BAI3-AD,BHM,1465,Do,8:15,11:30
BAI3-BS,HBN,0460,Mo,12:30,15:45
BAI3-GKA,KLC,0660,Mi,8:15,11:30
BAI3-SE1,SRS,NB 01.10,Do,12:30,15:45
BAI3-BW2,GRK,0460,Di,12:30,15:45
BAI3-ADP/02,BHM/[Oel],1101b,Mi,12:30,15:45
BAI3-BSP/02,HBN/[Slz],0765,Di,8:15,11:30
BAI3-BWP2/02,GRK/[Bro],1102,Di,8:15,11:30
BAI3-GKAP/02,KLC,1101a,Di,8:15,11:30
BAI3-SEP1/01,SRS/[Kas],1101a,Fr,8:15,11:30

19
Name,Dozent,Raum,Tag,Anfang,Ende
BAI3-AD,BHM,1465,Do,8:15,11:30
BAI3-BS,HBN,0460,Mo,12:30,15:45
BAI3-GKA,KLC,0660,Mi,8:15,11:30
BAI3-SE1,SRS,NB 01.10,Do,12:30,15:45
BAI3-BW2,GRK,0460,Di,12:30,15:45
BAI3-ADP/03,BHM/[Oel],1101b,Mi,12:30,15:45
BAI3-BSP/03,HBN/[Slz],0765,Di,8:15,11:30
BAI3-BWP2/03,GRK/[Bro],1102,Di,8:15,11:30
BAI3-GKAP/03,KLC,1101a,Di,8:15,11:30
BAI3-SEP1/02,SRS/[Kas],1101a,Fr,8:15,11:30

20
Name,Dozent,Raum,Tag,Anfang,Ende
BAI3-AD,BHM,1465,Do,8:15,11:30
BAI3-BS,HBN,0460,Mo,12:30,15:45
BAI3-GKA,KLC,0660,Mi,8:15,11:30
BAI3-SE1,SRS,NB 01.10,Do,12:30,15:45
BAI3-BW2,GRK,0460,Di,12:30,15:45
BAI3-ADP/01,BHM/[Oel],1101b,Mi,12:30,15:45
BAI3-BSP/01,HBN/[Slz],0765,Di,8:15,11:30
BAI3-BWP2/01,GRK/[Bro],1102,Di,8:15,11:30
BAI3-GKAP/01,KLC,1101a,Di,8:15,11:30
BAI3-SEP1/03,SRS/[Kas],1101a,Fr,8:15,11:30

22
Name,Dozent,Raum,Tag,Anfang,Ende
BAI3-BS,HBN,0460,Mo,12:30,15:45
BAI3-GKA,KLC,0660,Mi,8:15,11:30
BAI3-BW2,GRK,0460,Di,12:30,15:45
BAI3-ADP/03,BHM/[Oel],1101b,Mi,12:30,15:45
BAI3-BSP/03,HBN/[Slz],0765,Di,8:15,11:30
BAI3-BWP2/03,GRK/[Bro],1102,Di,8:15,11:30
BAI3-GKAP/03,KLC,1101a,Di,8:15,11:30
BAI3-SEP1/02,SRS/[Kas],1101a,Fr,8:15,11:30

23
Name,Dozent,Raum,Tag,Anfang,Ende
BAI3-AD,BHM,1465,Do,8:15,11:30
BAI3-BS,HBN,0460,Mo,12:30,15:45
BAI3-GKA,KLC,0660,Mi,8:15,11:30
BAI3-SE1,SRS,NB 01.10,Do,12:30,15:45
BAI3-BW2,GRK,0460,Di,12:30,15:45
BAI3-BSP/01,HBN/[Slz],0765,Di,8:15,11:30
BAI3-BWP2/01,GRK/[Bro],1102,Di,8:15,11:30
BAI3-GKAP/01,KLC,1101a,Di,8:15,11:30
BAI3-SEP1/03,SRS/[Kas],1101a,Fr,8:15,11:30

24
Name,Dozent,Raum,Tag,Anfang,Ende
BAI3-AD,BHM,1465,Do,8:15,11:30
BAI3-BS,HBN,0460,Mo,12:30,15:45
BAI3-GKA,KLC,0660,Mi,8:15,11:30
BAI3-SE1,SRS,NB 01.10,Do,12:30,15:45
BAI3-ADP/01,BHM/[Oel],1101b,Mi,12:30,15:45
BAI3-SEP1/01,SRS/[Kas],1101a,Fr,8:15,11:30

26
Name,Dozent,Raum,Tag,Anfang,Ende
BAI3-AD,BHM,1465,Do,8:15,11:30
BAI3-BS,HBN,0460,Mo,12:30,15:45
BAI3-GKA,KLC,0660,Mi,8:15,11:30
BAI3-SE1,SRS,NB 01.10,Do,12:30,15:45
BAI3-BW2,GRK,0460,Di,12:30,15:45
BAI3-ADP/03,BHM/[Oel],1101b,Mi,12:30,15:45
BAI3-BSP/03,HBN/[Slz],0765,Di,8:15,11:30
BAI3-BWP2/03,GRK/[Bro],1102,Di,8:15,11:30
BAI3-GKAP/03,KLC,1101a,Di,8:15,11:30
BAI3-SEP1/03,SRS/[Kas],1101a,Fr,8:15,11:30
Stundenplan  SoSe 11 (Vers.1.10 vom 6.4.11)
Semestergruppe  B-AI4


12
Name,Dozent,Raum,Tag,Anfang,Ende
INF-WP-B3,GRK,1486,Mi,12:30,15:45
INF-WP-B2,SRS,0480,Mi,8:15,11:30
BAI4-CI,NTZ,1281,Mo,14:00,17:15
INF-WP-A1,BTH,1283,Di,8:15,11:30
INF-WP-A2,WST,1486,Di,8:15,11:30
INF-WP-B4,TLC,1001,Mi,8:15,11:30
INF-WPP-B3/02,GRK/[Bro],1101a,Mi,8:15,11:30
INF-WPP-B4/01,TLC/[Bro],1102,Mi,12:30,15:45
INF-WP-A3,CNZ,1165,Di,8:15,11:30
BAI4-SE2,ZKN,0481,Fr,12:30,15:45
GW DANN,Dann,0481,Di,16:15,17:45
GW ZOEL,ZOEL,1281,Di,16:00,17:30
INF-WP-C3,VOGT,1283,Fr,8:15,11:30
INF-WP-B1,MSL,0265,Mi,8:15,11:30
INF-WP-C1,SWR,0861,Fr,8:15,11:30
BAI4-RN,WST,0265,Do,8:15,11:30
INF-WP-C2,ESS,0481,Fr,8:15,11:30

13
Name,Dozent,Raum,Tag,Anfang,Ende
INF-WPP-B2/01,SRS/[Kas],1102,Mi,8:15,11:30
INF-WPP-A1/02,BTH,1165,Di,12:30,15:45
BAI4-CI,NTZ,1281,Mo,14:00,17:15
INF-WP-A1,BTH,1283,Di,8:15,11:30
INF-WP-A2,WST,1486,Di,8:15,11:30
INF-WPP-C3/01,VOGT,1165,Fr,8:15,11:30
INF-WPP-B4/02,TLC/[Bro],1102,Mi,12:30,15:45
INF-WP-A3,CNZ,1165,Di,8:15,11:30
BAI4-SE2,ZKN,0481,Fr,12:30,15:45
INF-WPP-B3/01,GRK/[Bro],1101a,Mi,8:15,11:30
GW DANN,Dann,0481,Di,16:15,17:45
GW ZOEL,ZOEL,1281,Di,16:00,17:30
INF-WPP-C2/01,ESS,1102,Fr,8:15,11:30
INF-WPP-C1/01,SWR,0701,Fr,8:15,11:30
INF-WP-B1,MSL,0265,Mi,8:15,11:30
BAI4-RN,WST,0265,Do,8:15,11:30
GW SRHF_TK,SRHF,1283,Di,16:00,19:00

14
Name,Dozent,Raum,Tag,Anfang,Ende
INF-WP-B3,GRK,1486,Mi,12:30,15:45
INF-WP-B2,SRS,0480,Mi,8:15,11:30
BAI4-SEP2/01,ZKN/[Nmn],1101a,Do,12:30,15:45
BAI4-CIP/01,NTZ/[Nmn],1105,Do,12:30,15:45
BAI4-CI,NTZ,1281,Mo,14:00,17:15
INF-WPP-A1/01,BTH,1165,Di,12:30,15:45
BAI4-RNP/01,WST/[Slz],0765,Do,12:30,15:45
INF-WP-A1,BTH,1283,Di,8:15,11:30
INF-WP-A2,WST,1486,Di,8:15,11:30
INF-WPP-A2/01,WST,1101b,Di,12:30,15:45
INF-WP-B4,TLC,1001,Mi,8:15,11:30
