Stundenplan  WiSe 2015/2016 Vers. 0.9.1 vom 7.9.2015 
Semestergruppe  A-M


39
Name,Dozent,Raum,Tag,Anfang,Ende
EuI-M-WP2,WNC,Stiftstr69  R205,Mo,8:10,11:25
A-M-VPJ1,MAA/MNR/VPL/[Zey],0462,Do,12:10,15:40
A-M-EC,MNR,1486,Mi,8:10,11:25

46
Name,Dozent,Raum,Tag,Anfang,Ende
A-M-NR,MAA,1486,Di,8:10,11:25
EuI-M-WPP3,KZR/[Kup],0865,Mo,8:10,11:25
EuI-M-WPP3,KZR/[Kup],0885,Mo,8:10,11:25
A-M-VPJ1,MAA/MNR/VPL/[Huß],0462,Do,8:10,11:25
A-M-NRP/01,MAA/[Zey],0601,Mo,12:10,15:40
A-M-MR,WNC,1486,Di,12:10,15:40
A-M-MRP/01,WNC/[Zey],0601,Mi,12:10,15:40
EuI-M-WP4,SHN,1065,Mo,8:10,11:25
EuI-M-WP2,WNC,Stiftstr69  R205,Mo,8:10,11:25
A-M-VPJ1,MAA/MNR/VPL/[Zey],0462,Do,12:10,15:40
A-M-EC,MNR,1486,Mi,8:10,11:25

47
Name,Dozent,Raum,Tag,Anfang,Ende
EuI-M-WPP4,SHN/[Neu],1485,Mo,8:10,11:25
EuI-M-WPP2/01,WNC/[Zey],0401,Mo,8:10,11:25
EuI-M-WP3,KZR,0865,Mo,8:10,11:25
A-M-MRP/02,WNC/[Zey],0601,Mi,12:10,15:40
A-M-VPJ2,MAA/MNR/RTH/[Zey],0462,Do,12:10,15:40
A-M-Exkursion,WNC,,Di,8:10,20:00
A-M-NRP/02,MAA/[Zey],0601,Mo,12:10,15:40
A-M-ECP/01,MNR/[Huß],0402,Mi,12:10,15:40
A-M-VPJ2,MAA/MNR/RTH/[Huß],0462,Do,8:10,11:25
A-M-EC,MNR,1486,Mi,8:10,11:25

48, 51
Name,Dozent,Raum,Tag,Anfang,Ende
EuI-M-WP3,KZR,0865,Mo,8:10,11:25
A-M-NR,MAA,1486,Di,8:10,11:25
EuI-M-WPP2/02,WNC/[Zey],0401,Mi,12:10,15:40
A-M-ECP/02,MNR/[Huß],0402,Mi,12:10,15:40
A-M-VPJ2,MAA/MNR/RTH/[Zey],0462,Do,12:10,15:40
A-M-MR,WNC,1486,Di,12:10,15:40
EuI-M-WP4,SHN,1065,Mo,8:10,11:25
EuI-M-WP2,WNC,Stiftstr69  R205,Mo,8:10,11:25
A-M-VPJ2,MAA/MNR/RTH/[Huß],0462,Do,8:10,11:25
A-M-EC,MNR,1486,Mi,8:10,11:25

49
Name,Dozent,Raum,Tag,Anfang,Ende
A-M-NR,MAA,1486,Di,8:10,11:25
EuI-M-WPP3,KZR/[Kup],0865,Mo,8:10,11:25
EuI-M-WPP3,KZR/[Kup],0885,Mo,8:10,11:25
A-M-VPJ2,MAA/MNR/RTH/[Zey],0462,Do,12:10,15:40
A-M-NRP/01,MAA/[Zey],0601,Mo,12:10,15:40
A-M-MR,WNC,1486,Di,12:10,15:40
A-M-MRP/01,WNC/[Zey],0601,Mi,12:10,15:40
EuI-M-WP4,SHN,1065,Mo,8:10,11:25
EuI-M-WP2,WNC,Stiftstr69  R205,Mo,8:10,11:25
A-M-VPJ2,MAA/MNR/RTH/[Huß],0462,Do,8:10,11:25
A-M-EC,MNR,1486,Mi,8:10,11:25

50
Name,Dozent,Raum,Tag,Anfang,Ende
EuI-M-WPP4,SHN/[Neu],1485,Mo,8:10,11:25
EuI-M-WPP2/01,WNC/[Zey],0401,Mo,8:10,11:25
EuI-M-WP3,KZR,0865,Mo,8:10,11:25
A-M-NR,MAA,1486,Di,8:10,11:25
A-M-MRP/02,WNC/[Zey],0601,Mi,12:10,15:40
A-M-VPJ2,MAA/MNR/RTH/[Zey],0462,Do,12:10,15:40
A-M-NRP/02,MAA/[Zey],0601,Mo,12:10,15:40
A-M-ECP/01,MNR/[Huß],0402,Mi,12:10,15:40
A-M-MR,WNC,1486,Di,12:10,15:40
A-M-VPJ2,MAA/MNR/RTH/[Huß],0462,Do,8:10,11:25
A-M-EC,MNR,1486,Mi,8:10,11:25

54
Name,Dozent,Raum,Tag,Anfang,Ende
EuI-M-WPP3,KZR/[Kup],0865,Mo,8:10,11:25
EuI-M-WPP3,KZR/[Kup],0885,Mo,8:10,11:25
A-M-VPJ2,MAA/MNR/RTH/[Zey],0462,Do,12:10,15:40
A-M-NRP/01,MAA/[Zey],0601,Mo,12:10,15:40
A-M-MRP/01,WNC/[Zey],0601,Mi,12:10,15:40
EuI-M-WP4,SHN,1065,Mo,8:10,11:25
EuI-M-WP2,WNC,Stiftstr69  R205,Mo,8:10,11:25
A-M-VPJ2,MAA/MNR/RTH/[Huß],0462,Do,8:10,11:25

55
Name,Dozent,Raum,Tag,Anfang,Ende
EuI-M-WPP4,SHN/[Neu],1485,Mo,8:10,11:25
EuI-M-WPP2/01,WNC/[Zey],0401,Mo,8:10,11:25
A-M-MRP/02,WNC/[Zey],0601,Mi,12:10,15:40
EuI-M-WPP3,KZR/[Kup],0865,Mo,8:10,11:25
EuI-M-WPP3,KZR/[Kup],0885,Mo,8:10,11:25
A-M-VPJ2,MAA/MNR/RTH/[Zey],0462,Do,12:10,15:40
A-M-NRP/02,MAA/[Zey],0601,Mo,12:10,15:40
A-M-ECP/01,MNR/[Huß],0402,Mi,12:10,15:40
A-M-VPJ2,MAA/MNR/RTH/[Huß],0462,Do,8:10,11:25

56
Name,Dozent,Raum,Tag,Anfang,Ende
EuI-M-WP3,KZR,0865,Mo,8:10,11:25
EuI-M-WPP2/02,WNC/[Zey],0401,Mi,12:10,15:40
A-M-ECP/02,MNR/[Huß],0402,Mi,12:10,15:40
A-M-VPJ2,MAA/MNR/RTH/[Zey],0462,Do,12:10,15:40
EuI-M-WP4,SHN,1065,Mo,8:10,11:25
EuI-M-WP2,WNC,Stiftstr69  R205,Mo,8:10,11:25
A-M-VPJ2,MAA/MNR/RTH/[Huß],0462,Do,8:10,11:25
Stundenplan  WiSe 2015/2016 Vers. 0.9.1 vom 7.9.2015 
Semestergruppe  B-EE1


38
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-OE,,0560,Do,9:00,17:00
B-EE1-OE,,0560,Fr,9:00,17:00

39
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-MA1/MAÜ1,LND,0560,Do,8:10,11:25
B-EE1-MA1/MAÜ1,LND,0560,Do,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Fr,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Fr,8:10,11:25
B-EE1-OE,,0560,Mo,9:00,17:00
B-EE1-OE,,0560,Di,9:00,17:00
B-EE1-OE,,0560,Mi,9:00,17:00

40
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-PR1,SHN,0660,Do,12:10,15:40
B-EE1-EE,KPL,0660,Di,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Do,8:10,11:25
B-EE1-ET1,DHL,Stiftstr.69  R110,Mi,8:10,11:25
B-EE1-MA1/MAÜ1,LND,0560,Mo,8:10,11:25
B-EE1-MA1/MAÜ1,LND,0560,Mo,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Di,8:10,11:25
B-EE1-PR1,SHN,0265,Mi,12:10,15:40

41
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-PH1,HSS,MP-F329,Mo,8:10,11:25
B-EE1-EE,KPL,0660,Di,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Do,8:10,11:25
B-EE1-ET1,DHL,Stiftstr.69  R110,Mi,8:10,11:25
B-EE1-PH1,HSS,0660,Do,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Di,8:10,11:25
B-EE1-PR1,SHN,0265,Mi,12:10,15:40

42
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-PH1,HSS,MP-F329,Mo,8:10,11:25
B-EE1-PRP1/02,Gayer/Mordhorst,1303b,Fr,8:10,11:25
B-EE1-PRP1/03,SHN,1381,Mo,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Do,8:10,11:25
B-EE1-MA1/MAÜ1,LND,0560,Di,8:10,11:25
B-EE1-PRP1/01,Gayer/Mordhorst,1381,Fr,12:10,15:40
B-EE1-PRP1/04,SHN,1303a,Fr,8:10,11:25

43
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-PH1,HSS,MP-F329,Mo,8:10,11:25
B-EE1-ETP1/03,LHN/[Rac],0502,Do,12:10,15:40
B-EE1-EE,KPL,0660,Di,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Do,8:10,11:25
B-EE1-ET1,DHL,Stiftstr.69  R110,Mi,8:10,11:25
B-EE1-EEP/01,KPL/[Kor],0301,Do,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Di,8:10,11:25
B-EE1-EEP/04,KPL/[Kor],0301,Mi,12:10,15:40
B-EE1-PRP1/01,Gayer/Mordhorst,1303b,Fr,8:10,11:25

44, 50
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-PH1,HSS,MP-F329,Mo,8:10,11:25
B-EE1-EEP/02,KPL/[Kor],0301,Do,12:10,15:40
B-EE1-PRP1/02,Gayer/Mordhorst,1303b,Fr,8:10,11:25
B-EE1-PRP1/03,SHN,1381,Mo,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Do,8:10,11:25
B-EE1-ET1,DHL,Stiftstr.69  R110,Mi,8:10,11:25
B-EE1-ETP1/01,LHN/[Rac],0502,Do,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Di,8:10,11:25
B-EE1-ETP1/04,LHN/[Rac],0502,Di,12:10,15:40
B-EE1-PRP1/04,SHN,1303a,Fr,8:10,11:25
B-EE1-PR1,SHN,0265,Mi,12:10,15:40

45, 51
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-PH1,HSS,MP-F329,Mo,8:10,11:25
B-EE1-EEP/03,KPL/[Kor],0301,Do,12:10,15:40
B-EE1-ETP1/02,LHN/[Rac],0502,Do,12:10,15:40
B-EE1-EE,KPL,0660,Di,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Do,8:10,11:25
B-EE1-ET1,DHL,Stiftstr.69  R110,Mi,8:10,11:25
B-EE1-MA1/MAÜ1,LND,0560,Di,8:10,11:25
B-EE1-PRP1/01,Gayer/Mordhorst,1303b,Fr,8:10,11:25
B-EE1-PR1,SHN,0265,Mi,12:10,15:40

46, 54
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-PH1,HSS,MP-F329,Mo,8:10,11:25
B-EE1-PRP1/02,Gayer/Mordhorst,1303b,Fr,8:10,11:25
B-EE1-ETP1/03,LHN/[Rac],0502,Do,12:10,15:40
B-EE1-PRP1/03,SHN,1381,Mo,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Do,8:10,11:25
B-EE1-ET1,DHL,Stiftstr.69  R110,Mi,8:10,11:25
B-EE1-EEP/01,KPL/[Kor],0301,Do,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Di,8:10,11:25
B-EE1-EEP/04,KPL/[Kor],0301,Mi,12:10,15:40
B-EE1-PRP1/04,SHN,1303a,Fr,8:10,11:25

47
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-PH1,HSS,MP-F329,Mo,8:10,11:25
B-EE1-EEP/02,KPL/[Kor],0301,Do,12:10,15:40
B-EE1-EE,KPL,0660,Di,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Do,8:10,11:25
B-EE1-ET1,DHL,Stiftstr.69  R110,Mi,8:10,11:25
B-EE1-ETP1/01,LHN/[Rac],0502,Do,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Di,8:10,11:25
B-EE1-ET1,DHL,Stiftstr.69  R110,Mo,12:10,15:40
B-EE1-PRP1/01,Gayer/Mordhorst,1303b,Fr,8:10,11:25
B-EE1-PR1,SHN,0265,Mi,12:10,15:40

48, 56
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-PH1,HSS,MP-F329,Mo,8:10,11:25
B-EE1-EEP/03,KPL/[Kor],0301,Do,12:10,15:40
B-EE1-PRP1/02,Gayer/Mordhorst,1303b,Fr,8:10,11:25
B-EE1-ETP1/02,LHN/[Rac],0502,Do,12:10,15:40
B-EE1-PRP1/03,SHN,1381,Mo,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Do,8:10,11:25
B-EE1-ET1,DHL,Stiftstr.69  R110,Mi,8:10,11:25
B-EE1-MA1/MAÜ1,LND,0560,Di,8:10,11:25
B-EE1-ETP1/04,LHN/[Rac],0502,Di,12:10,15:40
B-EE1-PRP1/04,SHN,1303a,Fr,8:10,11:25
B-EE1-PR1,SHN,0265,Mi,12:10,15:40

49
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-PH1,HSS,MP-F329,Mo,8:10,11:25
B-EE1-ETP1/03,LHN/[Rac],0502,Do,12:10,15:40
B-EE1-EE,KPL,0660,Di,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Do,8:10,11:25
B-EE1-EEP/01,KPL/[Kor],0301,Fr,12:10,15:40
B-EE1-ET1,DHL,Stiftstr.69  R110,Mi,8:10,11:25
B-EE1-MA1/MAÜ1,LND,0560,Di,8:10,11:25
B-EE1-ET1,DHL,Stiftstr.69  R110,Mo,12:10,15:40
B-EE1-EEP/04,KPL/[Kor],0301,Mi,12:10,15:40
B-EE1-PRP1/01,Gayer/Mordhorst,1303b,Fr,8:10,11:25

55
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE1-PH1,HSS,MP-F329,Mo,8:10,11:25
B-EE1-EEP/02,KPL/[Kor],0301,Do,12:10,15:40
B-EE1-EE,KPL,0660,Di,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Do,8:10,11:25
B-EE1-ET1,DHL,Stiftstr.69  R110,Mi,8:10,11:25
B-EE1-ETP1/01,LHN/[Rac],0502,Do,12:10,15:40
B-EE1-MA1/MAÜ1,LND,0560,Di,8:10,11:25
B-EE1-PRP1/01,Gayer/Mordhorst,1303b,Fr,8:10,11:25
B-EE1-PR1,SHN,0265,Mi,12:10,15:40
Stundenplan  WiSe 2015/2016 Vers. 0.9.1 vom 7.9.2015 
Semestergruppe  B-EE3


39
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-VS,RNZ,0460,Mi,8:10,11:25
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-MS,LGE,NB 01.13,Fr,12:10,15:40
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25

40
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-MS,LGE,NB 01.13,Fr,12:10,15:40
B-EE3-SS,MWCH,0265,Do,12:10,15:40
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25
B-EE3-VS,RNZ,0560,Mi,8:10,11:25

41
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-MS,LGE,NB 01.13,Fr,12:10,15:40
B-EE3-VSP/02,RNZ/[Ißl],0585,Mi,9:55,11:25
B-EE3-SS,MWCH,0265,Do,12:10,15:40
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25
B-EE3-VS,RNZ,0560,Mi,8:10,9:40
B-EE3-VSP/01,RNZ/[Ißl],0585,Mi,12:10,13:40

42
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-MS,LGE,NB 01.13,Fr,12:10,15:40
B-EE3-SS,MWCH,0265,Do,12:10,15:40
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25

43, 49
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-VSP/02,RNZ/[Ißl],0585,Mi,12:10,13:40
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-MS,LGE,NB 01.13,Fr,12:10,15:40
B-EE3-SSP/02,VOGS,1381,Mo,15:40,18:55
B-EE3-SS,MWCH,0265,Do,12:10,15:40
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-VSP/01,RNZ/[Ißl],0585,Mi,9:55,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25
B-EE3-VS,RNZ,0560,Mi,8:10,9:40
B-EE3-MSP/01,JNM,1381,Mi,12:10,15:40
B-EE3-SSP/01,VOGS,1381,Mo,12:10,15:25

44, 50
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-MSP/02,JNM,1381,Mi,12:10,15:40
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-MS,LGE,NB 01.13,Fr,12:10,15:40
B-EE3-SS,MWCH,0265,Do,12:10,15:40
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25
B-EE3-ELP2/01,PRF2/[Has],0505,Mi,12:10,15:40
B-EE3-VS,RNZ,0560,Mi,8:10,11:25

45
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-ELP2/02,PRF2/[Has],0505,Mi,12:10,15:40
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-MS,LGE,NB 01.13,Fr,12:10,15:40
B-EE3-SSP/01,VOGS,1381,Mo,15:40,18:55
B-EE3-VSP/02,RNZ/[Ißl],0585,Mi,9:55,11:25
B-EE3-SS,MWCH,0265,Do,12:10,15:40
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25
B-EE3-VS,RNZ,0560,Mi,8:10,9:40
B-EE3-SSP/03,VOGS,1381,Mo,12:10,15:25
B-EE3-VSP/01,RNZ/[Ißl],0585,Mi,12:10,13:40

46
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-MS,LGE,NB 01.13,Fr,12:10,15:40
B-EE3-SS,MWCH,0265,Do,12:10,15:40
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25
B-EE3-VS,RNZ,0560,Mi,8:10,11:25
B-EE3-MSP/01,JNM,1381,Mi,12:10,15:40

47
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-MSP/02,JNM,1381,Mi,12:10,15:40
B-EE3-SSP/02,VOGS,1381,Mo,12:10,15:25
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-MS,LGE,NB 01.13,Fr,12:10,15:40
B-EE3-SS,MWCH,0265,Do,12:10,15:40
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-VSP/01,RNZ/[Ißl],0585,Mi,9:55,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25
B-EE3-VSP/02,RNZ/[Ißl],0585,Mi,8:10,9:40
B-EE3-ELP2/01,PRF2/[Has],0505,Mi,12:10,15:40
B-EE3-SSP/03,VOGS,1381,Mo,15:40,18:55

48
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-ELP2/02,PRF2/[Has],0505,Mi,12:10,15:40
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-MS,LGE,NB 01.13,Fr,12:10,15:40
B-EE3-SS,MWCH,0265,Do,12:10,15:40
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25
B-EE3-VS,RNZ,0560,Mi,8:10,11:25

51
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-ELP2/02,PRF2/[Has],0505,Mi,12:10,15:40
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-SSP/01,VOGS,1381,Mo,15:40,18:55
B-EE3-VSP/02,RNZ/[Ißl],0585,Mi,9:55,11:25
B-EE3-SS,MWCH,0265,Do,12:10,15:40
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25
B-EE3-VS,RNZ,0560,Mi,8:10,9:40
B-EE3-SSP/03,VOGS,1381,Mo,12:10,15:25
B-EE3-VSP/01,RNZ/[Ißl],0585,Mi,12:10,13:40

54
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-VSP/02,RNZ/[Ißl],0585,Mi,12:10,13:40
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-VSP/01,RNZ/[Ißl],0585,Mi,9:55,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25
B-EE3-VS,RNZ,0560,Mi,8:10,9:40
B-EE3-MSP/01,JNM,1381,Mi,12:10,15:40

55
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-MSP/02,JNM,1381,Mi,12:10,15:40
B-EE3-SSP/02,VOGS,1381,Mo,12:10,15:25
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25
B-EE3-ELP2/01,PRF2/[Has],0505,Mi,12:10,15:40
B-EE3-VS,RNZ,0560,Mi,8:10,11:25
B-EE3-SSP/03,VOGS,1381,Mo,15:40,18:55

56
Name,Dozent,Raum,Tag,Anfang,Ende
B-EE3-ELP2/02,PRF2/[Has],0505,Mi,12:10,15:40
B-EE3-EL2,PRF2,Stiftstr69  R107,Fr,8:10,11:25
B-EE3-IPJ1,KPL/RNZ,0865,Di,8:10,11:25
B-EE3-BW/BWÜ,WLKI,,Do,8:10,11:25
B-EE3-VS,RNZ,0560,Mi,8:10,9:40
Stundenplan  WiSe 2015/2016 Vers. 0.9.1 vom 7.9.2015 
Semestergruppe  B-EE5


39, 41, 44, 50
Name,Dozent,Raum,Tag,Anfang,Ende
E5-BP,DHL,1486,Fr,15:55,19:25
Stundenplan  WiSe 2015/2016 Vers. 0.9.1 vom 7.9.2015 
Semestergruppe  B-MT1


38
Name,Dozent,Raum,Tag,Anfang,Ende
BMT1-OE I,,0660,Do,9:00,17:00
BMT1-OE I,,0660,Fr,9:00,17:00

39
Name,Dozent,Raum,Tag,Anfang,Ende
BMT1-TMÜA,Jbk,MP-A5.14,Do,10:00,11:30
BMT1-OE I,,Stiftstr69  R106,Mo,9:00,17:00
BMT1-OE I,,Stiftstr69  R106,Di,9:00,17:00
BMT1-OE I,,Stiftstr69  R106,Mi,9:00,17:00
BMT1-TMA,Jbk,MP-A5.14,Do,12:15,15:30
BMT1-KO1,USK,MP-F403,Do,8:15,9:45
BMT1-TMÜA,Jbk,MP-A5.14,Do,15:45,17:15

40-41
Name,Dozent,Raum,Tag,Anfang,Ende
BMT1-GE1,GNZ,Stiftstr.69  R110,Mi,12:10,15:40
BMT1-TMÜA,Jbk,MP-A5.14,Do,10:00,11:30
BMT1-KOP1, Siehe Laborplan MuP,THEL/USK,MP-F203,Mi,8:15,11:30
BMT1-KOP1, Siehe Laborplan MuP,THEL/USK,MP-F227,Mi,8:15,11:30
BMT1-KOP1, Siehe Laborplan MuP,THEL/USK,MP-F329,Mi,8:15,11:30
